chip_id,burn_frac,cloud_frac,dnbr_burn_med,dnbr_unburn_med,top_lc
BS_tr_000211,0.05321502685546875,0.0107,0.3817533850669861,-0.002543468028306961,40
BS_tr_000212,0.056095123291015625,0.0,0.19885969161987305,0.01901816576719284,30
BS_tr_000213,0.027805328369140625,0.0,0.3418218195438385,-0.012961795553565025,40
BS_tr_000214,0.13257217407226562,0.0,0.2036684900522232,0.0015994682908058167,40
BS_tr_000215,0.11156463623046875,0.1832,0.11605242639780045,0.03760433942079544,40
BS_tr_000216,0.0748291015625,0.1423,0.19094891846179962,-0.004854556173086166,30
BS_tr_000217,0.24777603149414062,0.0217,0.3269345760345459,0.04795122891664505,30
BS_tr_000218,0.046062469482421875,0.171,0.15341922640800476,0.00446552038192749,40
BS_tr_000219,0.2392120361328125,0.0163,0.40468063950538635,0.03464730083942413,40
BS_tr_000220,0.03153228759765625,0.4119,0.32379424571990967,-0.023991622030735016,40
BS_tr_000221,0.3636131286621094,0.0,0.4362960457801819,-0.0008498877286911011,40
BS_tr_000222,0.10484695434570312,0.0,0.2556563913822174,0.008524127304553986,40
BS_tr_000223,0.2979621887207031,0.0224,0.13931430876255035,0.0436837300658226,40
BS_tr_000224,0.04845428466796875,0.0511,0.38922128081321716,0.09090909361839294,80
